Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
SMPSOcd,DTLZ1,EP,0,0.10695522700864324
SMPSOcd,DTLZ1,EP,1,0.11903790633756234
SMPSOcd,DTLZ1,EP,2,0.11658401611874669
SMPSOcd,DTLZ1,EP,3,0.1367441974271394
SMPSOcd,DTLZ1,EP,4,0.10915852598214415
SMPSOcd,DTLZ1,EP,5,0.12184022246206583
SMPSOcd,DTLZ1,EP,6,0.13266459489839405
SMPSOcd,DTLZ1,EP,7,0.1344084792356362
SMPSOcd,DTLZ1,EP,8,0.12820018106461822
SMPSOcd,DTLZ1,EP,9,0.12132793220673177
SMPSOcd,DTLZ1,EP,10,0.3373630919081147
SMPSOcd,DTLZ1,EP,11,0.11837839205058819
SMPSOcd,DTLZ1,EP,12,0.1372277019132757
SMPSOcd,DTLZ1,EP,13,0.15524639272342977
SMPSOcd,DTLZ1,EP,14,0.12439144670874158
SMPSOcd,DTLZ1,EP,15,0.11475935163122652
SMPSOcd,DTLZ1,EP,16,0.11565635386793671
SMPSOcd,DTLZ1,EP,17,0.10652911156926914
SMPSOcd,DTLZ1,EP,18,0.127508816470827
SMPSOcd,DTLZ1,EP,19,0.12606560057533023
SMPSOcd,DTLZ1,EP,20,0.12730643321740476
SMPSOcd,DTLZ1,EP,21,0.3389771652283027
SMPSOcd,DTLZ1,EP,22,0.1057522503939512
SMPSOcd,DTLZ1,EP,23,0.1342984764008638
SMPSOcd,DTLZ1,EP,24,0.10687768610795417
SMPSOcd,DTLZ2,EP,0,0.1748104092183755
SMPSOcd,DTLZ2,EP,1,0.11925740940321194
SMPSOcd,DTLZ2,EP,2,0.13502901155514513
SMPSOcd,DTLZ2,EP,3,0.14245307224062714
SMPSOcd,DTLZ2,EP,4,0.14067351791403016
SMPSOcd,DTLZ2,EP,5,0.1396541649059897
SMPSOcd,DTLZ2,EP,6,0.1374518121363859
SMPSOcd,DTLZ2,EP,7,0.12120056140599228
SMPSOcd,DTLZ2,EP,8,0.1383896251924192
SMPSOcd,DTLZ2,EP,9,0.1574110366079966
SMPSOcd,DTLZ2,EP,10,0.14983807296765994
SMPSOcd,DTLZ2,EP,11,0.12752704080982546
SMPSOcd,DTLZ2,EP,12,0.13814386569200643
SMPSOcd,DTLZ2,EP,13,0.16191806117731722
SMPSOcd,DTLZ2,EP,14,0.11962385262077146
SMPSOcd,DTLZ2,EP,15,0.14665911697721268
SMPSOcd,DTLZ2,EP,16,0.13322503605981062
SMPSOcd,DTLZ2,EP,17,0.12266316371813343
SMPSOcd,DTLZ2,EP,18,0.14693045706682661
SMPSOcd,DTLZ2,EP,19,0.15811876791126434
SMPSOcd,DTLZ2,EP,20,0.11515340753622111
SMPSOcd,DTLZ2,EP,21,0.12561012632818824
SMPSOcd,DTLZ2,EP,22,0.12897904055682463
SMPSOcd,DTLZ2,EP,23,0.15411383100489218
SMPSOcd,DTLZ2,EP,24,0.12221005661393852
SMPSOcd,DTLZ3,EP,0,0.12855206584044576
SMPSOcd,DTLZ3,EP,1,0.15185001013008229
SMPSOcd,DTLZ3,EP,2,0.6585826047124823
SMPSOcd,DTLZ3,EP,3,0.7071940259585144
SMPSOcd,DTLZ3,EP,4,0.13233510647403213
SMPSOcd,DTLZ3,EP,5,0.7071940259585144
SMPSOcd,DTLZ3,EP,6,0.11562647701594442
SMPSOcd,DTLZ3,EP,7,0.132010202446865
SMPSOcd,DTLZ3,EP,8,0.12905521125146519
SMPSOcd,DTLZ3,EP,9,0.12024399414031717
SMPSOcd,DTLZ3,EP,10,0.16688356118434955
SMPSOcd,DTLZ3,EP,11,0.14475191031690338
SMPSOcd,DTLZ3,EP,12,0.7071940259585144
SMPSOcd,DTLZ3,EP,13,0.10800677646855161
SMPSOcd,DTLZ3,EP,14,0.13826892100065513
SMPSOcd,DTLZ3,EP,15,0.6523417559203126
SMPSOcd,DTLZ3,EP,16,0.13860343503576095
SMPSOcd,DTLZ3,EP,17,0.1335690732514964
SMPSOcd,DTLZ3,EP,18,0.12070329700921364
SMPSOcd,DTLZ3,EP,19,0.7071940259585144
SMPSOcd,DTLZ3,EP,20,0.14695734435392305
SMPSOcd,DTLZ3,EP,21,0.14843751119143578
SMPSOcd,DTLZ3,EP,22,0.1500403810185886
SMPSOcd,DTLZ3,EP,23,0.10905340418321985
SMPSOcd,DTLZ3,EP,24,0.6277449991044265
SMPSOcd,DTLZ4,EP,0,0.1321912062045597
SMPSOcd,DTLZ4,EP,1,0.14415982181729892
SMPSOcd,DTLZ4,EP,2,0.1336095685439983
SMPSOcd,DTLZ4,EP,3,0.11842440283990685
SMPSOcd,DTLZ4,EP,4,0.11534964334932235
SMPSOcd,DTLZ4,EP,5,0.1526234117703894
SMPSOcd,DTLZ4,EP,6,0.11021413977122829
SMPSOcd,DTLZ4,EP,7,0.11717262883304558
SMPSOcd,DTLZ4,EP,8,0.1630335432609604
SMPSOcd,DTLZ4,EP,9,0.12826419530029032
SMPSOcd,DTLZ4,EP,10,0.13598148672344568
SMPSOcd,DTLZ4,EP,11,0.10633574636351162
SMPSOcd,DTLZ4,EP,12,0.13739908958370572
SMPSOcd,DTLZ4,EP,13,0.11343140792178807
SMPSOcd,DTLZ4,EP,14,0.12423187957692594
SMPSOcd,DTLZ4,EP,15,0.14510600739116608
SMPSOcd,DTLZ4,EP,16,0.10386033340312065
SMPSOcd,DTLZ4,EP,17,0.12622095895104507
SMPSOcd,DTLZ4,EP,18,0.14215737150936175
SMPSOcd,DTLZ4,EP,19,0.12618661319993296
SMPSOcd,DTLZ4,EP,20,0.10855529144482357
SMPSOcd,DTLZ4,EP,21,0.11585602616336854
SMPSOcd,DTLZ4,EP,22,0.12324134466145398
