7.326469397071592e+01,1.942843313961135e+03,7.194000206329110e+01,1.975712877011692e+00,3.899295400051825e+02,4.330748054266498e+04,-2.101556511421489e+03,-1.561001848390032e+01,-1.950121259717001e+02,8.939936194320264e-01
7.327742810180884e+01,1.934958862514466e+03,7.728545847209247e+01,1.947117930644157e+00,4.471436935638487e+02,4.338636362333574e+04,-2.001160830939294e+03,-1.625906416507172e+01,-1.988273055423969e+02,2.824011520728659e-01
7.333180472962822e+01,1.962849256225396e+03,7.739859488336411e+01,1.996849946748559e+00,3.895873670638670e+02,4.348495123380268e+04,-2.405072742625027e+03,-1.538864748676425e+01,-1.901912583223090e+02,5.602195432337357e-01
7.329298464897585e+01,1.897336091281919e+03,7.697473423197719e+01,1.978065093874285e+00,4.498693720926103e+02,4.272980582993111e+04,-2.102685039989934e+03,-1.651247212158446e+01,-2.013389935609550e+02,7.995111456366510e-01
7.326791943390988e+01,1.949126633596968e+03,6.451736101963282e+01,1.949685731860766e+00,3.899449189225999e+02,4.335214529192897e+04,-2.105591757057152e+03,-1.504984879897919e+01,-1.936780459541103e+02,5.997205702989673e-01
7.378346901040322e+01,1.914946234507075e+03,5.997327484007106e+01,1.974987764694705e+00,4.197314704474908e+02,4.277982490788747e+04,-2.275227372598407e+03,-1.530150182857316e+01,-1.955807918015503e+02,8.560430435843024e-01
7.333170924596926e+01,1.932816443950296e+03,7.753048830918105e+01,1.918416520797382e+00,4.191237800350802e+02,4.330545008256052e+04,-2.016650724381871e+03,-1.596640231611045e+01,-1.983371694532587e+02,5.929452721490066e-01
7.376967885772372e+01,1.924958076478905e+03,5.994926814564028e+01,1.960934826248832e+00,4.198798548941035e+02,4.298134257422431e+04,-2.257341787731049e+03,-1.515900571241447e+01,-1.950861114456446e+02,5.998959346617029e-01
7.378415206597106e+01,1.925169012757994e+03,5.992323362761078e+01,1.988299411121672e+00,4.195264864982746e+02,4.299436661872989e+04,-2.269351292247337e+03,-1.542316553485823e+01,-1.954262384406758e+02,5.960567094526751e-01
7.364140168454101e+01,1.929810807398307e+03,5.997506349846104e+01,1.886091229822107e+00,4.485609931025545e+02,4.317694392764420e+04,-2.012842970568797e+03,-1.509815120240916e+01,-1.973042851452010e+02,2.962828845164576e-01
7.349982729751504e+01,1.891023530704275e+03,5.997538525733079e+01,1.889602710868923e+00,4.498681311466906e+02,4.247011990189282e+04,-2.135108947195790e+03,-1.500068570616425e+01,-1.990175147789976e+02,5.998885593157469e-01
7.364187253613407e+01,1.917682688652351e+03,5.993606396056321e+01,1.914677572559756e+00,4.192855280155535e+02,4.297671438174382e+04,-2.029593317780766e+03,-1.536640719088019e+01,-1.980203555214362e+02,8.941172485056871e-01
7.330008245648371e+01,1.889798744517997e+03,6.588374946896077e+01,1.919314045648873e+00,4.499138030553080e+02,4.237467594045137e+04,-2.222355528688007e+03,-1.530263691680425e+01,-1.980245434114812e+02,5.997564171581738e-01
7.329565353903325e+01,1.919071536245614e+03,7.732358962053712e+01,1.858652510376148e+00,4.498577547415324e+02,4.287744399983059e+04,-2.133923671284427e+03,-1.500703329794479e+01,-1.960613769071674e+02,2.997997531587825e-01
7.331071309174388e+01,1.919368662304217e+03,7.786351747253224e+01,1.889999880588954e+00,4.199931582615953e+02,4.290037024295044e+04,-2.136398327991554e+03,-1.530179179075266e+01,-1.959656503175459e+02,5.977287167603687e-01
7.334082870079708e+01,1.901228306921692e+03,6.576217464757512e+01,1.949110928774087e+00,4.473703866174388e+02,4.273511701255108e+04,-2.108195185097604e+03,-1.590604948843767e+01,-2.001382516878243e+02,5.926574985067053e-01
7.348264900829872e+01,1.883567355842031e+03,5.998844540141715e+01,1.979685164260794e+00,4.694230853925849e+02,4.219651674865215e+04,-2.431728552557342e+03,-1.542735420852325e+01,-1.970178531971691e+02,8.346737292075443e-01
7.329630627911045e+01,1.922169364338252e+03,7.445683793868807e+01,1.979705031789244e+00,4.199308468906614e+02,4.308311032806276e+04,-2.102678633419822e+03,-1.620105098484251e+01,-1.981490518093295e+02,5.991060059074359e-01
7.330670784178379e+01,1.884866593771217e+03,7.779076076186665e+01,1.829631124896018e+00,4.498843585024476e+02,4.231346659890882e+04,-2.100035806069517e+03,-1.503795723060701e+01,-1.987670823008603e+02,8.454244621471011e-01
7.343127833920670e+01,1.887294627187859e+03,5.972303216161124e+01,1.918628240717007e+00,4.657590144726579e+02,4.250431970074330e+04,-2.100519919918682e+03,-1.534241985082227e+01,-2.010055816869165e+02,1.039563225144679e+00
7.330184036359987e+01,1.946705664882447e+03,7.121753395562989e+01,1.977697313486945e+00,3.899827514618937e+02,4.341174426010736e+04,-2.025771298523244e+03,-1.590984057034748e+01,-1.960634627783218e+02,1.120104873989487e+00
7.330358879157650e+01,1.886926574888367e+03,7.057228299746816e+01,1.858823055382506e+00,4.616425373756462e+02,4.249814951126804e+04,-2.013945271054768e+03,-1.531272214117244e+01,-2.010033963105899e+02,8.563012179971354e-01
7.329243516753272e+01,1.883802732485230e+03,7.742836509618078e+01,1.859891295212471e+00,4.499781947532580e+02,4.229842733116146e+04,-2.131979734588355e+03,-1.530974496029275e+01,-1.984732007498403e+02,8.872086134613192e-01
7.330373636532796e+01,1.916905137486302e+03,6.511570262219317e+01,1.999434619248116e+00,4.199692788521071e+02,4.280328487315457e+04,-2.291379269912348e+03,-1.590838050737602e+01,-1.962861741981389e+02,8.655048597488640e-01
7.327376200003685e+01,1.884987859404636e+03,7.148905678630339e+01,1.996913770293568e+00,4.640649217513450e+02,4.225643717215004e+04,-2.402033218639457e+03,-1.594619241406702e+01,-1.980674012414793e+02,1.106688603138999e+00
7.331027268751184e+01,1.967698149054414e+03,6.447965482875557e+01,1.829984656153714e+00,4.199303191814943e+02,4.376089813062561e+04,-2.016801074881334e+03,-1.445383376714056e+01,-1.931873785173934e+02,2.952830715228872e-01
7.330711156822240e+01,1.968186566677009e+03,7.728429044227587e+01,1.999182645524806e+00,4.211988166050767e+02,4.389553878747216e+04,-2.102000737566744e+03,-1.652417029017052e+01,-1.959392983282123e+02,2.904843841629420e-01
7.329595024421316e+01,1.888763955825879e+03,7.193526237063720e+01,1.949252403305672e+00,4.499937526902181e+02,4.236088226236197e+04,-2.290384245555631e+03,-1.560091892712220e+01,-1.980407691585322e+02,5.997421878524268e-01
7.328155912572579e+01,1.965126571165203e+03,7.575278872473046e+01,1.991367302653786e+00,4.184665909161544e+02,4.385731147101465e+04,-2.040507902742463e+03,-1.652455342363001e+01,-1.971200462421588e+02,2.960136231803852e-01
